sentence_ID,words,labels,labels_encoded2
1365,unable,O ADJ,30
1365,to,O ADP,31
1365,return,O VERB,42
1365,to,O ADP,31
1365,home,O NOUN,35
1365,automatically,O ADV,32
1365,.,O PUNCT,40
1365,Lower,O ADJ,30
1365,altitude,O NOUN,35
1365,immediately,O ADV,32
1365,and,O SCONJ,41
1365,return,O VERB,42
1365,to,O ADP,31
1365,home,O NOUN,35
1365,manually,O ADV,32
1365,(,O PUNCT,40
1365,Code,O NOUN,35
1365,:,O PUNCT,40
1365,120596,O NUM,36
1365,),O PUNCT,40
1366,Strong,B-STATE ADJ,16
1366,wind,O NOUN,35
1366,warning,B-ISSUE NOUN,10
1366,.,O PUNCT,40
1366,Aircraft,O NOUN,35
1366,unable,O ADJ,30
1366,to,O ADP,31
1366,return,O VERB,42
1366,to,O ADP,31
1366,home,O NOUN,35
1366,automatically,O ADV,32
1366,.,O PUNCT,40
1366,Lower,O ADJ,30
1366,altitude,O NOUN,35
1366,immediately,O ADV,32
1366,and,O SCONJ,41
1366,return,O VERB,42
1366,to,O ADP,31
1366,home,O NOUN,35
1366,manually,O ADV,32
1366,(,O PUNCT,40
1366,Code,O NOUN,35
1366,:,O PUNCT,40
1366,30149,O NUM,36
1366,),O PUNCT,40
1367,Subject,B-PARAMETER NOUN,14
1367,lost,O VERB,42
1367,.,O PUNCT,40
1367,Reselect,B-ACTION VERB,2
1367,subject,B-PARAMETER NOUN,14
1367,(,O PUNCT,40
1367,Code,O NOUN,35
1367,:,O PUNCT,40
1367,800018,O NUM,36
1367,),O PUNCT,40
1368,The,O PRON,38
1368,flight,O NOUN,35
1368,attitude,O NOUN,35
1368,angle,O NOUN,35
1368,is,O AUX,33
1368,larger,B-PARAMETER ADJ,13
1368,in,O ADP,31
1368,Sport,B-ISSUE NOUN,10
1368,mode,O NOUN,35
1368,.,O PUNCT,40
1368,The,O PRON,38
1368,gimbal,O NOUN,35
1368,will,O AUX,33
1368,rotate,O VERB,42
1368,when,O SCONJ,41
1368,the,O PRON,38
1368,aircraft,O NOUN,35
1368,starts,I-ACTION VERB,23
1368,or,O SCONJ,41
1368,stops,I-ACTION VERB,23
1368,.,O PUNCT,40
1368,Use,B-ACTION VERB,2
1368,Normal,O ADJ,30
1368,mode,O NOUN,35
1368,if,O SCONJ,41
1368,required,I-ACTION VERB,23
1368,for,O ADP,31
1368,stable,B-STATE ADJ,16
1368,shooting,I-ACTION VERB,23
1368,(,O PUNCT,40
1368,Code,O NOUN,35
1368,:,O PUNCT,40
1368,40022,O NUM,36
1368,),O PUNCT,40
1369,Unable,O ADJ,30
1369,to,O ADP,31
1369,take,O VERB,42
1369,off,O PART,37
1369,(,O PUNCT,40
1369,Code,O NOUN,35
1369,:,O PUNCT,40
1369,30064,O NUM,36
1369,),O PUNCT,40
1370,Vision,B-COMPONENT NOUN,4
1370,sensor,O NOUN,35
1370,error,O NOUN,35
1370,.,O PUNCT,40
1370,Contact,B-ACTION NOUN,0
1370,DJI,B-PARAMETER PROPN,15
1370,Support,B-FUNCTION NOUN,7
1370,for,O ADP,31
1370,assistance,O NOUN,35
1370,(,O PUNCT,40
1370,Code,O NOUN,35
1370,:,O PUNCT,40
1370,180030,O NUM,36
1370,),O PUNCT,40
1371,Vision,B-COMPONENT NOUN,4
1371,sensor,O NOUN,35
1371,error,O NOUN,35
1371,.,O PUNCT,40
1371,Contact,B-ACTION NOUN,0
1371,DJI,B-PARAMETER PROPN,15
1371,Support,B-FUNCTION NOUN,7
1371,for,O ADP,31
1371,assistance,O NOUN,35
1371,(,O PUNCT,40
1371,Code,O NOUN,35
1371,:,O PUNCT,40
1371,180031,O NUM,36
1371,),O PUNCT,40
1372,Weak,O ADJ,30
1372,signal,O NOUN,35
1372,.,O PUNCT,40
1372,Adjust,I-ACTION VERB,23
1372,antennas,O NOUN,35
1372,(,O PUNCT,40
1372,Code,O NOUN,35
1372,:,O PUNCT,40
1372,80016,O NUM,36
1372,),O PUNCT,40
1373,Accelerator,O NOUN,35
1373,is,O AUX,33
1373,Over,O ADP,31
1373,Range,B-PARAMETER NOUN,14
1374,AE,O PROPN,39
1374,Locked,I-STATE VERB,28
1374,.,O PUNCT,40
1374,Metering,I-ACTION VERB,23
1374,disabled,O ADJ,30
1375,"""",O PUNCT,40
1375,Aircraft,O NOUN,35
1375,is,O AUX,33
1375,in,O ADP,31
1375,Attitude,B-PARAMETER NOUN,14
1375,mode,O NOUN,35
1375,",",O PUNCT,40
1375,so,O SCONJ,41
1375,that,O SCONJ,41
1375,it,O PRON,38
1375,will,O AUX,33
1375,not,O ADV,32
1375,hover,O VERB,42
1375,.,O PUNCT,40
1375,Please,O INTJ,34
1375,fly,O VERB,42
1375,with,O ADP,31
1375,caution,O NOUN,35
1375,"""",O PUNCT,40
1376,"""",O PUNCT,40
1376,Aircraft,O NOUN,35
1376,is,O AUX,33
1376,landing,O NOUN,35
1376,due,O ADP,31
1376,to,O ADP,31
1376,low,O ADJ,30
1376,voltage,O NOUN,35
1376,",",O PUNCT,40
1376,which,O PRON,38
1376,can,O AUX,33
1376,not,O ADV,32
1376,be,O AUX,33
1376,stopped,I-ACTION VERB,23
1376,.,O PUNCT,40
1376,You,O PRON,38
1376,can,O AUX,33
1376,decelerate,I-ACTION VERB,23
1376,the,O PRON,38
1376,descending,I-ACTION VERB,23
1376,speed,B-PARAMETER NOUN,14
1376,and,O SCONJ,41
1376,avoid,I-ACTION VERB,23
1376,obstacles,B-COMPONENT NOUN,4
1376,using,I-ACTION VERB,23
1376,sticks,I-COMPONENT NOUN,24
1376,"""",O PUNCT,40
1377,Aircraft,O NOUN,35
1377,is,O AUX,33
1377,returning,O VERB,42
1377,to,O ADP,31
1377,the,O PRON,38
1377,Home,B-COMPONENT NOUN,4
1377,Point,B-STATE NOUN,18
1377,.,O PUNCT,40
1377,Minimum,B-STATE ADJ,16
1377,RTH,B-STATE PROPN,19
1377,Altitude,B-PARAMETER NOUN,14
1377,is,O AUX,33
1377,nnn,O X,43
1377,.,O PUNCT,40
1377,You,O PRON,38
1377,can,O AUX,33
1377,reset,I-ACTION VERB,23
1377,the,O PRON,38
1377,RTH,B-STATE PROPN,19
1377,Altitude,B-PARAMETER NOUN,14
1377,in,O ADP,31
1377,Remote,B-COMPONENT ADJ,3
1377,Controller,B-COMPONENT NOUN,4
1377,Settings,B-COMPONENT NOUN,4
1377,after,O ADP,31
1377,cancelling,I-ACTION VERB,23
1377,RTH,B-STATE PROPN,19
1377,if,O SCONJ,41
1377,necessary,O ADJ,30
1378,Aircraft,O NOUN,35
1378,is,O AUX,33
1378,returning,O VERB,42
1378,to,O ADP,31
1378,the,O PRON,38
1378,Home,B-COMPONENT NOUN,4
1378,Point,B-STATE NOUN,18
1378,.,O PUNCT,40
1378,RTH,B-STATE PROPN,19
1378,Altitude,B-PARAMETER NOUN,14
1378,is,O AUX,33
1378,nnn,O X,43
1378,.,O PUNCT,40
1378,You,O PRON,38
1378,can,O AUX,33
1378,reset,I-ACTION VERB,23
1378,the,O PRON,38
1378,RTH,B-STATE PROPN,19
1378,Altitude,B-PARAMETER NOUN,14
1378,in,O ADP,31
1378,Remote,B-COMPONENT ADJ,3
1378,Controller,B-COMPONENT NOUN,4
1378,Settings,B-COMPONENT NOUN,4
1378,after,O ADP,31
1378,cancelling,I-ACTION VERB,23
1378,RTH,B-STATE PROPN,19
1378,if,O SCONJ,41
1378,necessary,O ADJ,30
1379,Aircraft,O NOUN,35
1379,is,O AUX,33
1379,returning,O VERB,42
1379,to,O ADP,31
1379,the,O PRON,38
1379,starting,I-ACTION VERB,23
1379,point,B-STATE NOUN,18
1380,Aircraft,O NOUN,35
1380,is,O AUX,33
1380,too,O ADV,32
1380,far,O ADV,32
1380,away,O ADV,32
1381,Aircraft,O NOUN,35
1381,switched,I-STATE VERB,28
1381,to,O ADP,31
1381,ATTI,O PROPN,39
1381,mode,O NOUN,35
1382,Aircraft,O NOUN,35
1382,too,O ADV,32
1382,Far,O ADV,32
1382,.,O PUNCT,40
1382,Can,O AUX,33
1382,not,O ADV,32
1382,enter,I-ACTION VERB,23
1382,Follow,I-ACTION VERB,23
1382,Me,O PRON,38
1382,Mode,B-PARAMETER NOUN,14
1383,Altitude,B-PARAMETER NOUN,14
1383,above,O ADP,31
1383,the,O PRON,38
1383,takeoff,O NOUN,35
1383,point,B-STATE NOUN,18
1383,exceeds,O VERB,42
1383,nnn,O X,43
1383,.,O PUNCT,40
1383,Always,O ADV,32
1383,fly,O VERB,42
1383,in,O ADP,31
1383,compliance,B-FUNCTION NOUN,7
1383,with,O ADP,31
1383,altitude,O NOUN,35
1383,limitations,B-STATE NOUN,18
1384,Altitude,B-PARAMETER NOUN,14
1384,Less,O ADV,32
1384,than,O ADP,31
1384,nnn,O X,43
1384,.,O PUNCT,40
1384,Can,O AUX,33
1384,not,O ADV,32
1384,enable,I-ACTION VERB,23
1384,Follow,I-ACTION VERB,23
1384,Me,O PRON,38
1384,Mode,B-PARAMETER NOUN,14
1385,Arrived,I-ACTION VERB,23
1385,at,O ADP,31
1385,End,B-FUNCTION VERB,8
1385,Point,B-STATE NOUN,18
1386,At,O ADP,31
1386,least,B-STATE ADJ,16
1386,two,O NUM,36
1386,Waypoints,B-COMPONENT NOUN,4
1386,are,O AUX,33
1386,needed,I-ACTION VERB,23
1387,Barometer,B-COMPONENT NOUN,4
1387,Dead,O ADJ,30
1387,in,O ADP,31
1387,Air,O NOUN,35
1388,Battery,B-COMPONENT NOUN,4
1388,temperature,O NOUN,35
1388,is,O AUX,33
1388,below,O ADP,31
1388,15,O NUM,36
1388,degrees,B-PARAMETER NOUN,14
1388,Celsius,B-PARAMETER PROPN,15
1388,.,O PUNCT,40
1388,Warm,B-STATE ADJ,16
1388,up,O ADV,32
1388,the,O PRON,38
1388,battery,O NOUN,35
1388,temperature,O NOUN,35
1388,to,O ADP,31
1388,above,O ADP,31
1388,25,O NUM,36
1388,degree,B-PARAMETER NOUN,14
1388,Celsius,B-PARAMETER PROPN,15
1388,to,O ADP,31
1388,ensure,O VERB,42
1388,a,O PART,37
1388,safe,O ADJ,30
1388,flight,O NOUN,35
1389,Battery,B-COMPONENT NOUN,4
1389,:,O PUNCT,40
1389,Battery,B-COMPONENT NOUN,4
1389,Error,B-ISSUE NOUN,10
1389,.,O PUNCT,40
1389,Return,B-ACTION VERB,2
1389,home,O NOUN,35
1389,and,O SCONJ,41
1389,land,O VERB,42
1389,soon,O ADV,32
1389,.,O PUNCT,40
1389,View,B-COMPONENT NOUN,4
1389,the,O PRON,38
1389,checklist,O NOUN,35
1389,after,O ADP,31
1389,landing,O NOUN,35
1390,Battery,B-COMPONENT NOUN,4
1390,:,O PUNCT,40
1390,Low,O ADJ,30
1390,Voltage,B-PARAMETER NOUN,14
1390,Protection,B-PARAMETER NOUN,14
1391,Battery,B-COMPONENT NOUN,4
1391,:,O PUNCT,40
1391,Overcurrent,B-COMPONENT NOUN,4
1391,During,O ADP,31
1391,Discharge,B-ACTION VERB,2
1392,Cancel,I-ACTION VERB,23
1392,Landing,B-ACTION NOUN,0
1392,Failed,B-ISSUE VERB,12
1393,Cancel,I-ACTION VERB,23
1393,Return,B-ACTION VERB,2
1393,-,O PUNCT,40
1393,to,O ADP,31
1393,-,O PUNCT,40
1393,Home,B-COMPONENT NOUN,4
1393,Failed,B-ISSUE VERB,12
1394,Can,O AUX,33
1394,not,O ADV,32
1394,enter,I-ACTION VERB,23
1394,the,O PRON,38
1394,selected,I-STATE VERB,28
1394,flight,O NOUN,35
1394,mode,O NOUN,35
1394,.,O PUNCT,40
1394,Try,I-ACTION VERB,23
1394,again,O ADV,32
1394,later,O ADV,32
1395,Compass,B-COMPONENT NOUN,4
1395,abnormal,B-ISSUE ADJ,9
1395,Solution,B-ISSUE NOUN,10
1395,:,O PUNCT,40
1395,1,O NUM,36
1395,.,O PUNCT,40
1395,Ensure,B-ACTION VERB,2
1395,there,O PRON,38
1395,are,O AUX,33
1395,no,O PART,37
1395,magnets,I-COMPONENT NOUN,24
1395,or,O SCONJ,41
1395,metal,O ADJ,30
1395,objects,O NOUN,35
1395,near,O ADP,31
1395,the,O PRON,38
1395,aircraft,O NOUN,35
1395,.,O PUNCT,40
1395,The,O PRON,38
1395,ground,B-COMPONENT NOUN,4
1395,or,O SCONJ,41
1395,walls,I-COMPONENT NOUN,24
1395,may,O AUX,33
1395,contain,O,29
1395,metal,O ADJ,30
1395,.,O PUNCT,40
1395,Move,B-ACTION VERB,2
1395,away,O ADV,32
1395,from,O ADP,31
1395,sources,I-COMPONENT NOUN,24
1395,of,O ADP,31
1395,interference,O NOUN,35
1395,before,O ADP,31
1395,attempting,I-ACTION NOUN,22
1395,flight,O NOUN,35
1395,.,O PUNCT,40
1395,2,O NUM,36
1395,.,O PUNCT,40
1395,Calibrate,B-ACTION VERB,2
1395,Compass,B-COMPONENT NOUN,4
1395,Before,O ADP,31
1395,Takeoff,B-ACTION NOUN,0
1396,Compass,B-COMPONENT NOUN,4
1396,Error,B-ISSUE NOUN,10
1397,Compass,B-COMPONENT NOUN,4
1397,Error,B-ISSUE NOUN,10
1397,.,O PUNCT,40
1397,Magnetic,O ADJ,30
1397,Filed,I-ACTION VERB,23
1397,Interference,O NOUN,35
1397,.,O PUNCT,40
1397,Exit,B-ACTION NOUN,0
1397,P,O PRON,38
1397,-,O PUNCT,40
1397,GPS,O NOUN,35
1397,Mode,B-PARAMETER NOUN,14
1398,Critically,O ADV,32
1398,Low,O ADJ,30
1398,Battery,B-COMPONENT NOUN,4
1398,.,O PUNCT,40
1398,Aircraft,O NOUN,35
1398,Landing,B-ACTION NOUN,0
1399,Critically,O ADV,32
1399,low,O ADJ,30
1399,power,O NOUN,35
1399,.,O PUNCT,40
1399,Aircraft,O NOUN,35
1399,is,O AUX,33
1399,landing,O NOUN,35
1400,"""",O PUNCT,40
1400,Critically,O ADV,32
1400,Low,O ADJ,30
1400,Voltage,B-PARAMETER NOUN,14
1400,Warning,B-ISSUE NOUN,10
1400,Land,B-ACTION VERB,2
1400,as,O SCONJ,41
1400,soon,O ADV,32
1400,as,O SCONJ,41
1400,possible,O ADJ,30
1400,",",O PUNCT,40
1400,otherwise,O ADV,32
1400,the,O PRON,38
1400,battery,O NOUN,35
1400,will,O AUX,33
1400,be,O AUX,33
1400,damaged,I-STATE VERB,28
1400,"""",O PUNCT,40
1401,Critically,O ADV,32
1401,Low,O ADJ,30
1401,Voltage,B-PARAMETER NOUN,14
1401,.,O PUNCT,40
1401,Aircraft,O NOUN,35
1401,will,O AUX,33
1401,land,O VERB,42
1402,Data,B-PARAMETER PROPN,15
1402,Recorder,B-COMPONENT NOUN,4
1402,File,O NOUN,35
1402,Index,O NOUN,35
1402,is,O AUX,33
1402,nnn,O X,43
1403,"""",O PUNCT,40
1403,Detected,O VERB,42
1403,side,O NOUN,35
1403,/,O PUNCT,40
1403,backward,O ADV,32
1403,/,O PUNCT,40
1403,forward,O ADV,32
1403,shock,O NOUN,35
1403,/,O PUNCT,40
1403,possible,O ADJ,30
1403,collision,O NOUN,35
1403,",",O PUNCT,40
1403,aircraft,O NOUN,35
1403,is,O AUX,33
1403,pitching,O VERB,42
1403,/,O PUNCT,40
1403,rolling,O VERB,42
1403,sharply,O ADV,32
1403,forward,O ADV,32
1403,/,O PUNCT,40
1403,backwards,O ADV,32
1403,/,O PUNCT,40
1403,left,O NOUN,35
1403,/,O PUNCT,40
1403,right,O NOUN,35
1403,"""",O PUNCT,40
1404,Downlink,B-COMPONENT NOUN,4
1404,data,O NOUN,35
1404,connection,O NOUN,35
1404,lost,O VERB,42
1404,for,O ADP,31
1404,nnn,O X,43
1404,seconds,O NUM,36
1405,Drone,B-COMPONENT NOUN,4
1405,is,O AUX,33
1405,Vibrating,I-ACTION VERB,23
1406,Exiting,B-ACTION VERB,2
1406,GPS,O NOUN,35
1406,mode,O NOUN,35
1406,:,O PUNCT,40
1406,Unknown,B-STATE ADJ,16
1406,Error,B-ISSUE NOUN,10
1407,Flight,B-ACTION NOUN,0
1407,Mode,B-PARAMETER NOUN,14
1407,Set,B-ACTION VERB,2
1407,to,O ADP,31
1407,Attitude,B-PARAMETER NOUN,14
1407,/,O PUNCT,40
1407,Atti,B-STATE NOUN,18
1407,Set,B-ACTION VERB,2
1407,the,O PRON,38
1407,Flight,B-ACTION NOUN,0
1407,Mode,B-PARAMETER NOUN,14
1407,to,O ADP,31
1407,P,O PRON,38
1407,-,O PUNCT,40
1407,mode,O NOUN,35
1407,/,O PUNCT,40
1407,GPS,O NOUN,35
1407,to,O ADP,31
1407,ensure,O VERB,42
1407,flight,O NOUN,35
1407,safety,O NOUN,35
1407,/,O PUNCT,40
1407,fly,O VERB,42
1407,safe,O ADJ,30
1408,GEO,B-STATE PROPN,19
1408,:,O PUNCT,40
1408,You,O PRON,38
1408,are,O AUX,33
1408,in,O ADP,31
1408,a,O PART,37
1408,Warning,B-ISSUE NOUN,10
1408,Zone,B-COMPONENT NOUN,4
1408,(,O PUNCT,40
1408,Airport,O NOUN,35
1408,Class,B-PARAMETER NOUN,14
1408,Airspace,B-COMPONENT NOUN,4
1408,Unpaved,B-STATE ADJ,16
1408,Airports,O NOUN,35
1408,Power,B-PARAMETER NOUN,14
1408,Plant,B-COMPONENT NOUN,4
1408,),O PUNCT,40
1408,.,O PUNCT,40
1408,Fly,B-ACTION VERB,2
1408,with,O ADP,31
1408,caution,O NOUN,35
1409,Gimbal,B-COMPONENT NOUN,4
1409,Recenter,B-ACTION VERB,2
1410,Home,B-COMPONENT NOUN,4
1410,Point,B-STATE NOUN,18
1410,Recorded,B-FUNCTION VERB,8
1411,Landing,B-ACTION NOUN,0
1411,Canceled,I-ACTION VERB,23
1412,"""",O PUNCT,40
1412,Low,O ADJ,30
1412,power,O NOUN,35
1412,",",O PUNCT,40
1412,please,O INTJ,34
1412,replace,I-ACTION VERB,23
1412,the,O PRON,38
1412,battery,O NOUN,35
1412,"""",O PUNCT,40
1413,Maximum,O ADJ,30
1413,Flight,B-ACTION NOUN,0
1413,Altitude,B-PARAMETER NOUN,14
1413,Reached,B-ISSUE VERB,12
1413,.,O PUNCT,40
1413,Adjust,I-ACTION VERB,23
1413,altitude,O NOUN,35
1413,in,O ADP,31
1413,MC,B-PARAMETER PROPN,15
1413,Settings,B-COMPONENT NOUN,4
1413,if,O SCONJ,41
1413,required,I-ACTION VERB,23
1414,Mobile,B-COMPONENT ADJ,3
1414,device,B-COMPONENT NOUN,4
1414,CPU,B-PARAMETER PROPN,15
1414,fully,O ADV,32
1414,loaded,I-ACTION VERB,23
1414,.,O PUNCT,40
1414,Related,B-FUNCTION ADJ,6
1414,performance,O NOUN,35
1414,will,O AUX,33
1414,be,O AUX,33
1414,affected,O ADJ,30
1415,Motor,B-COMPONENT NOUN,4
1415,is,O AUX,33
1415,Blocked,B-ISSUE VERB,12
1416,Motor,B-COMPONENT NOUN,4
1416,Obstructed,I-STATE VERB,28
1416,.,O PUNCT,40
1416,Propulsion,B-COMPONENT NOUN,4
1416,output,B-FUNCTION NOUN,7
1416,is,O AUX,33
1416,limited,I-STATE VERB,28
1416,to,O ADP,31
1416,ensure,O VERB,42
1416,the,O PRON,38
1416,health,B-STATE NOUN,18
1416,of,O ADP,31
1416,the,O PRON,38
1416,battery,O NOUN,35
1417,Motors,B-COMPONENT NOUN,4
1417,Started,B-ACTION VERB,2
1418,Not,O ADV,32
1418,Enough,B-ISSUE ADJ,9
1418,Force,B-PARAMETER NOUN,14
1418,/,O PUNCT,40
1418,ESC,B-STATE PROPN,19
1418,Error,B-ISSUE NOUN,10
1419,Propeller,B-COMPONENT NOUN,4
1419,Fell,B-ACTION VERB,2
1419,Off,O PART,37
1420,Propulsion,B-COMPONENT NOUN,4
1420,output,B-FUNCTION NOUN,7
1420,has,O AUX,33
1420,been,O AUX,33
1420,limited,I-STATE VERB,28
1420,to,O ADP,31
1420,ensure,O VERB,42
1420,battery,O NOUN,35
1420,health,B-STATE NOUN,18
1421,Reaching,B-ACTION VERB,2
1421,maximum,O ADJ,30
1421,altitude,O NOUN,35
1421,...,O PUNCT,40
1422,Return,B-ACTION VERB,2
1422,-,O PUNCT,40
1422,to,O ADP,31
1422,-,O PUNCT,40
1422,Home,B-COMPONENT NOUN,4
1422,Altitude,B-PARAMETER NOUN,14
1422,:,O PUNCT,40
1422,nnn,O X,43
1423,Returning,B-ACTION VERB,2
1423,Home,B-COMPONENT NOUN,4
1424,Setting,B-FUNCTION NOUN,7
1424,new,O ADJ,30
1424,Maximum,O ADJ,30
1424,Flight,B-ACTION NOUN,0
1424,Altitude,B-PARAMETER NOUN,14
1424,to,O ADP,31
1424,nnn,O X,43
1424,(,O PUNCT,40
1424,nnn,O X,43
1424,),O PUNCT,40
1425,Setting,B-FUNCTION NOUN,7
1425,new,O ADJ,30
1425,Return,B-ACTION VERB,2
1425,-,O PUNCT,40
1425,To,O ADP,31
1425,-,O PUNCT,40
1425,Home,B-COMPONENT NOUN,4
1425,altitude,O NOUN,35
1425,to,O ADP,31
1425,nnn,O X,43
1425,(,O PUNCT,40
1425,nnn,O X,43
1425,),O PUNCT,40
1426,Signal,B-COMPONENT NOUN,4
1426,Lost,B-ISSUE VERB,12
1426,.,O PUNCT,40
1426,Aircraft,O NOUN,35
1426,returning,O VERB,42
1426,to,O ADP,31
1426,Home,B-COMPONENT NOUN,4
1426,Point,B-STATE NOUN,18
1427,Strong,B-STATE ADJ,16
1427,wireless,B-COMPONENT NOUN,4
1427,interference,O NOUN,35
1427,.,O PUNCT,40
1427,Please,O INTJ,34
1427,fly,O VERB,42
1427,with,O ADP,31
1427,caution,O NOUN,35
1428,Switched,I-STATE VERB,28
1428,to,O ADP,31
1428,A,O PART,37
1428,(,O PUNCT,40
1428,Attitude)-mode,B-STATE ADJ,16
1429,Switched,I-STATE VERB,28
1429,to,O ADP,31
1429,P,O PRON,38
1429,(,O PUNCT,40
1429,Positioning)-mode,B-PARAMETER NOUN,14
1430,Taking,B-ACTION VERB,2
1430,off,O PART,37
1431,The,O PRON,38
1431,remaining,I-STATE VERB,28
1431,battery,O NOUN,35
1431,is,O AUX,33
1431,only,O ADV,32
1431,enough,B-ISSUE ADJ,9
1431,for,O ADP,31
1431,RTH,B-STATE PROPN,19
1431,.,O PUNCT,40
1431,Return,B-ACTION VERB,2
1431,home,O NOUN,35
1431,now,O ADV,32
1432,"""",O PUNCT,40
1432,Tip,B-COMPONENT NOUN,4
1432,:,O PUNCT,40
1432,Aircraft,O NOUN,35
1432,reached,O VERB,42
1432,maximum,O ADJ,30
1432,distance,O NOUN,35
1432,",",O PUNCT,40
1432,please,O INTJ,34
1432,pay,I-ACTION VERB,23
1432,attention,B-PARAMETER NOUN,14
1432,to,O ADP,31
1432,flight,O NOUN,35
1432,safety,O NOUN,35
1432,"""",O PUNCT,40
1433,"""",O PUNCT,40
1433,To,O ADP,31
1433,take,O VERB,42
1433,off,O PART,37
1433,in,O ADP,31
1433,non,O PART,37
1433,-,O PUNCT,40
1433,P,O PRON,38
1433,mode,O NOUN,35
1433,",",O PUNCT,40
1433,toggle,I-ACTION VERB,23
1433,Flight,B-ACTION NOUN,0
1433,Mode,B-PARAMETER NOUN,14
1433,Switch,I-ACTION VERB,23
1433,to,O ADP,31
1433,another,O PRON,38
1433,mode,O NOUN,35
1433,and,O SCONJ,41
1433,then,O ADV,32
1433,toggle,I-ACTION VERB,23
1433,it,O PRON,38
1433,back,O ADV,32
1433,"""",O PUNCT,40
1434,"""",O PUNCT,40
1434,Unknown,B-STATE ADJ,16
1434,Error,B-ISSUE NOUN,10
1434,(,O PUNCT,40
1434,code,O NOUN,35
1434,:,O PUNCT,40
1434,57,O NUM,36
1434,),O PUNCT,40
1434,",",O PUNCT,40
1434,Can,O AUX,33
1434,not,O ADV,32
1434,Takeoff,B-ACTION NOUN,0
1434,.,O PUNCT,40
1434,Contact,B-ACTION NOUN,0
1434,DJI,B-PARAMETER PROPN,15
1434,support,B-FUNCTION NOUN,7
1434,"""",O PUNCT,40
1435,Warning,B-ISSUE NOUN,10
1435,:,O PUNCT,40
1435,Aircraft,O NOUN,35
1435,is,O AUX,33
1435,less,O ADV,32
1435,than,O ADP,31
1435,nnn,O X,43
1435,(,O PUNCT,40
1435,minimum,B-STATE ADJ,16
1435,),O PUNCT,40
1435,away,O ADV,32
1435,from,O ADP,31
1435,the,O PRON,38
1435,object,B-COMPONENT NOUN,4
1435,below,O ADP,31
1436,Warning,B-ISSUE NOUN,10
1436,:,O PUNCT,40
1436,Battery,B-COMPONENT NOUN,4
1436,Temperature,B-PARAMETER NOUN,14
1436,Below,O ADP,31
1436,15,O NUM,36
1436,°,B-PARAMETER NOUN,14
1436,C,B-PARAMETER PROPN,15
1436,(,O PUNCT,40
1436,59F,O NUM,36
1436,),O PUNCT,40
1436,.,O PUNCT,40
1436,Warm,B-STATE ADJ,16
1436,battery,O NOUN,35
1436,to,O ADP,31
1436,above,O ADP,31
1436,25,O NUM,36
1436,°,B-PARAMETER NOUN,14
1436,C,B-PARAMETER PROPN,15
1436,(,O PUNCT,40
1436,77F,O NUM,36
1436,),O PUNCT,40
1436,before,O ADP,31
1436,flying,O VERB,42
1437,Warning,B-ISSUE NOUN,10
1437,:,O PUNCT,40
1437,Command,B-FUNCTION NOUN,7
1437,Timeout,B-ISSUE NOUN,10
1438,Warning,B-ISSUE NOUN,10
1438,:,O PUNCT,40
1438,Max,O ADJ,30
1438,Flight,B-ACTION NOUN,0
1438,Altitude,B-PARAMETER NOUN,14
1438,Reached,B-ISSUE VERB,12
1438,.,O PUNCT,40
1438,Adjust,I-ACTION VERB,23
1438,in,O ADP,31
1438,Main,O ADJ,30
1438,Controller,B-COMPONENT NOUN,4
1438,Settings,B-COMPONENT NOUN,4
1438,if,O SCONJ,41
1438,necessary,O ADJ,30
1439,Warning,B-ISSUE NOUN,10
1439,:,O PUNCT,40
1439,Motor,B-COMPONENT NOUN,4
1439,Obstructed,I-STATE VERB,28
1440,Warning,B-ISSUE NOUN,10
1440,:,O PUNCT,40
1440,Motor,B-COMPONENT NOUN,4
1440,Overloaded,I-STATE VERB,28
1440,.,O PUNCT,40
1440,Aircraft,O NOUN,35
1440,will,O AUX,33
1440,decelerate,I-ACTION VERB,23
1440,to,O ADP,31
1440,ensure,O VERB,42
1440,safety,O NOUN,35
1441,Waypoint,B-COMPONENT NOUN,4
1441,Mission,B-FUNCTION NOUN,7
1441,Paused,B-ACTION VERB,2
1442,Waypoint,B-COMPONENT NOUN,4
1442,Mission,B-FUNCTION NOUN,7
1442,Start,I-ACTION VERB,23
1443,Yaw,B-COMPONENT NOUN,4
1443,Error,B-ISSUE NOUN,10
1444,AE,O PROPN,39
1444,Locked,I-STATE VERB,28
1444,.,O PUNCT,40
1444,Metering,I-ACTION VERB,23
1444,disabled,O ADJ,30
1445,"""",O PUNCT,40
1445,Aircraft,O NOUN,35
1445,is,O AUX,33
1445,in,O ADP,31
1445,Attitude,B-PARAMETER NOUN,14
1445,mode,O NOUN,35
1445,",",O PUNCT,40
1445,so,O SCONJ,41
1445,that,O SCONJ,41
1445,it,O PRON,38
1445,will,O AUX,33
1445,not,O ADV,32
1445,hover,O VERB,42
1445,.,O PUNCT,40
1445,Please,O INTJ,34
1445,fly,O VERB,42
1445,with,O ADP,31
1445,caution,O NOUN,35
1445,"""",O PUNCT,40
1446,Aircraft,O NOUN,35
1446,is,O AUX,33
1446,returning,O VERB,42
1446,to,O ADP,31
1446,the,O PRON,38
1446,starting,I-ACTION VERB,23
1446,point,B-STATE NOUN,18
1447,Aircraft,O NOUN,35
1447,is,O AUX,33
1447,too,O ADV,32
1447,far,O ADV,32
1447,away,O ADV,32
