sentence_ID,words,labels
1293,Aircraft,O NOUN
1293,max,O ADJ
1293,power,O NOUN
1293,load,O NOUN
1293,reached,O VERB
1293,.,O PUNCT
1293,Decrease,B-ACTION VERB
1293,altitude,O NOUN
1293,and,O SCONJ
1293,fly,O VERB
1293,with,O ADP
1293,caution,O NOUN
1293,.,O PUNCT
1293,If,O SCONJ
1293,this,O PRON
1293,issue,O NOUN
1293,persists,O VERB
1293,",",O PUNCT
1293,land,O VERB
1293,immediately,O ADV
1293,(,O PUNCT
1293,Code,O NOUN
1293,:,O PUNCT
1293,30168,O NUM
1293,),O PUNCT
1293,"""",O PUNCT
1294,Aircraft,O NOUN
1294,pitch,O NOUN
1294,angle,O NOUN
1294,too,O ADV
1294,large,O ADJ
1294,.,O PUNCT
1294,Ensure,B-ACTION VERB
1294,aircraft,O NOUN
1294,is,O AUX
1294,level,O NOUN
1294,before,O ADP
1294,taking,O VERB
1294,off,O PART
1294,(,O PUNCT
1294,Code,O NOUN
1294,:,O PUNCT
1294,30087,O NUM
1294,),O PUNCT
1295,Aircraft,O NOUN
1295,unable,O ADJ
1295,to,O ADP
1295,return,O VERB
1295,to,O ADP
1295,home,O NOUN
1295,automatically,O ADV
1295,.,O PUNCT
1295,Lower,O ADJ
1295,altitude,O NOUN
1295,immediately,O ADV
1295,and,O SCONJ
1295,return,O VERB
1295,to,O ADP
1295,home,O NOUN
1295,manually,O ADV
1295,(,O PUNCT
1295,Code,O NOUN
1295,:,O PUNCT
1295,120596,O NUM
1295,),O PUNCT
1296,Battery,B-COMPONENT NOUN
1296,power,O NOUN
1296,restricted,O ADJ
1296,.,O PUNCT
1296,Aircraft,O NOUN
1296,performance,O NOUN
1296,decreased,O ADJ
1296,to,O ADP
1296,ensure,O VERB
1296,flight,O NOUN
1296,safety,O NOUN
1296,.,O PUNCT
1296,Return,B-ACTION VERB
1296,to,O ADP
1296,home,O NOUN
1296,promptly,O ADV
1296,(,O PUNCT
1296,Code,O NOUN
1296,:,O PUNCT
1296,110013,O NUM
1296,),O PUNCT
1297,Battery,B-COMPONENT NOUN
1297,temperature,O NOUN
1297,too,O ADV
1297,low,O ADJ
1297,.,O PUNCT
1297,Fly,B-ACTION VERB
1297,with,O ADP
1297,caution,O NOUN
1297,(,O PUNCT
1297,Code,O NOUN
1297,:,O PUNCT
1297,110023,O NUM
1297,),O PUNCT
1298,Compass,B-COMPONENT NOUN
1298,Error,B-ISSUE NOUN
1299,Compass,B-COMPONENT NOUN
1299,error,O NOUN
1299,.,O PUNCT
1299,Ensure,B-ACTION VERB
1299,there,O PRON
1299,are,O AUX
1299,no,O PART
1299,metal,O ADJ
1299,or,O SCONJ
1299,magnetic,O ADJ
1299,objects,O NOUN
1299,near,O ADP
1299,the,O PRON
1299,aircraft,O NOUN
1299,and,O SCONJ
1299,calibrate,O VERB
1299,it,O PRON
1299,before,O ADP
1299,use,O VERB
1299,(,O PUNCT
1299,Code,O NOUN
1299,:,O PUNCT
1299,30060,O NUM
1299,),O PUNCT
1300,Compass,B-COMPONENT NOUN
1300,initialization,O NOUN
1300,failed,O VERB
1300,.,O PUNCT
1300,Restart,B-ACTION VERB
1300,aircraft,O NOUN
1300,(,O PUNCT
1300,Code,O NOUN
1300,:,O PUNCT
1300,30063,O NUM
1300,),O PUNCT
1301,Critical,O ADJ
1301,Low,O ADJ
1301,Battery,B-COMPONENT NOUN
1301,(,O PUNCT
1301,Code,O NOUN
1301,:,O PUNCT
1301,30032,O NUM
1301,),O PUNCT
1302,Critical,O ADJ
1302,Low,O ADJ
1302,Battery,B-COMPONENT NOUN
1302,(,O PUNCT
1302,Code,O NOUN
1302,:,O PUNCT
1302,30183,O NUM
1302,),O PUNCT
1303,Critical,O ADJ
1303,low,O ADJ
1303,battery,O NOUN
1303,.,O PUNCT
1303,Aircraft,O NOUN
1303,in,O ADP
1303,Auto,B-ACTION PROPN
1303,Power,B-PARAMETER NOUN
1303,Off,O PART
1303,Protection,B-PARAMETER NOUN
1303,.,O PUNCT
1303,Forced,O ADJ
1303,landing,O NOUN
1303,in,O ADP
1303,progress,O NOUN
1303,(,O PUNCT
1303,Code,O NOUN
1303,:,O PUNCT
1303,110014,O NUM
1303,),O PUNCT
1304,Critical,O ADJ
1304,low,O ADJ
1304,battery,O NOUN
1304,.,O PUNCT
1304,Aircraft,O NOUN
1304,landing,O NOUN
1304,automatically,O ADV
1304,(,O PUNCT
1304,Code,O NOUN
1304,:,O PUNCT
1304,30033,O NUM
1304,),O PUNCT
1305,Critical,O ADJ
1305,low,O ADJ
1305,battery,O NOUN
1305,.,O PUNCT
1305,Aircraft,O NOUN
1305,returning,O VERB
1305,to,O ADP
1305,home,O NOUN
1305,(,O PUNCT
1305,Code,O NOUN
1305,:,O PUNCT
1305,30184,O NUM
1305,),O PUNCT
1306,Critical,O ADJ
1306,low,O ADJ
1306,battery,O NOUN
1306,.,O PUNCT
1306,Recharge,B-ACTION VERB
1306,promptly,O ADV
1306,(,O PUNCT
1306,Code,O NOUN
1306,:,O PUNCT
1306,30077,O NUM
1306,),O PUNCT
1307,Critical,O ADJ
1307,low,O ADJ
1307,battery,O NOUN
1307,.,O PUNCT
1307,Return,B-ACTION VERB
1307,to,O ADP
1307,home,O NOUN
1307,or,O SCONJ
1307,land,O VERB
1307,promptly,O ADV
1308,Critical,O ADJ
1308,low,O ADJ
1308,battery,O NOUN
1308,.,O PUNCT
1308,Unable,O ADJ
1308,to,O ADP
1308,take,O VERB
1308,off,O PART
1308,.,O PUNCT
1308,Recharge,B-ACTION VERB
1308,promptly,O ADV
1308,(,O PUNCT
1308,Code,O NOUN
1308,:,O PUNCT
1308,30032,O NUM
1308,),O PUNCT
1309,Current,B-PARAMETER NOUN
1309,elevation,O NOUN
1309,above,O ADP
1309,nnn,O X
1309,(,O PUNCT
1309,nnn,O X
1309,),O PUNCT
1309,.,O PUNCT
1309,Fly,B-ACTION VERB
1309,with,O ADP
1309,caution,O NOUN
1309,(,O PUNCT
1309,Code,O NOUN
1309,:,O PUNCT
1309,30153,O NUM
1309,),O PUNCT
1310,Current,B-PARAMETER NOUN
1310,elevation,O NOUN
1310,above,O ADP
1310,nnn,O X
1310,.,O PUNCT
1310,Fly,B-ACTION VERB
1310,with,O ADP
1310,caution,O NOUN
1310,(,O PUNCT
1310,Code,O NOUN
1310,:,O PUNCT
1310,30152,O NUM
1310,),O PUNCT
1311,Data,B-PARAMETER PROPN
1311,Recorder,B-COMPONENT NOUN
1311,File,O NOUN
1311,Index,O NOUN
1311,is,O AUX
1311,nnn,O X
1312,"""",O PUNCT
1312,Detected,O VERB
1312,side,O NOUN
1312,/,O PUNCT
1312,backward,O ADV
1312,/,O PUNCT
1312,forward,O ADV
1312,shock,O NOUN
1312,/,O PUNCT
1312,possible,O ADJ
1312,collision,O NOUN
1312,",",O PUNCT
1312,aircraft,O NOUN
1312,is,O AUX
1312,pitching,O VERB
1312,/,O PUNCT
1312,rolling,O VERB
1312,sharply,O ADV
1312,forward,O ADV
1312,/,O PUNCT
1312,backwards,O ADV
1312,/,O PUNCT
1312,left,O NOUN
1312,/,O PUNCT
1312,right,O NOUN
1312,"""",O PUNCT
1313,Downlink,B-COMPONENT NOUN
1313,data,O NOUN
1313,connection,O NOUN
1313,lost,O VERB
1313,for,O ADP
1313,nnn,O X
1313,seconds,O NUM
1314,Downward,O ADJ
1314,vision,O NOUN
1314,sensor,O NOUN
1314,error,O NOUN
1314,.,O PUNCT
1314,Contact,B-ACTION NOUN
1314,DJI,B-PARAMETER PROPN
1314,Support,B-FUNCTION NOUN
1314,for,O ADP
1314,assistance,O NOUN
1314,(,O PUNCT
1314,Code,O NOUN
1314,:,O PUNCT
1314,180016,O NUM
1314,),O PUNCT
1315,Downward,O ADJ
1315,vision,O NOUN
1315,sensor,O NOUN
1315,error,O NOUN
1315,.,O PUNCT
1315,Contact,B-ACTION NOUN
1315,DJI,B-PARAMETER PROPN
1315,Support,B-FUNCTION NOUN
1315,for,O ADP
1315,assistance,O NOUN
1315,(,O PUNCT
1315,Code,O NOUN
1315,:,O PUNCT
1315,180017,O NUM
1315,),O PUNCT
1316,Exiting,B-ACTION VERB
1316,GPS,O NOUN
1316,mode,O NOUN
1316,:,O PUNCT
1316,Unknown,B-STATE ADJ
1316,Error,B-ISSUE NOUN
1317,Extra,B-PARAMETER ADJ
1317,payload,B-COMPONENT NOUN
1317,detected,O VERB
1317,.,O PUNCT
1317,Max,O ADJ
1317,altitude,O NOUN
1317,set,O VERB
1317,to,O ADP
1317,nnn,O X
1317,and,O SCONJ
1317,max,O ADJ
1317,distance,O NOUN
1317,set,O VERB
1317,to,O ADP
1317,nnn,O X
1317,to,O ADP
1317,ensure,O VERB
1317,flight,O NOUN
1317,safety,O NOUN
1317,(,O PUNCT
1317,Code,O NOUN
1317,:,O PUNCT
1317,30232,O NUM
1317,),O PUNCT
1318,Extra,B-PARAMETER ADJ
1318,payload,B-COMPONENT NOUN
1318,detected,O VERB
1318,.,O PUNCT
1318,Return,B-ACTION VERB
1318,aircraft,O NOUN
1318,to,O ADP
1318,an,O PRON
1318,area,B-STATE NOUN
1318,nearby,O ADV
1318,the,O PRON
1318,home,O NOUN
1318,point,B-STATE NOUN
1318,promptly,O ADV
1318,and,O SCONJ
1318,fly,O VERB
1318,in,O ADP
1318,a,O PART
1318,wind,O NOUN
1318,-,O PUNCT
1318,free,B-STATE ADJ
1318,environment,B-STATE NOUN
1318,to,O ADP
1318,ensure,O VERB
1318,flight,O NOUN
1318,safety,O NOUN
1318,(,O PUNCT
1318,Code,O NOUN
1318,:,O PUNCT
1318,30231,O NUM
1318,),O PUNCT
1319,Extra,B-PARAMETER ADJ
1319,payload,B-COMPONENT NOUN
1319,detected,O VERB
1319,.,O PUNCT
1319,Return,B-ACTION VERB
1319,the,O PRON
1319,aircraft,O NOUN
1319,to,O ADP
1319,an,O PRON
1319,area,B-STATE NOUN
1319,nearby,O ADV
1319,the,O PRON
1319,home,O NOUN
1319,point,B-STATE NOUN
1319,promptly,O ADV
1319,to,O ADP
1319,ensure,O VERB
1319,flight,O NOUN
1319,safety,O NOUN
1319,(,O PUNCT
1319,Code,O NOUN
1319,:,O PUNCT
1319,30231,O NUM
1319,),O PUNCT
1320,File,O NOUN
1320,system,O NOUN
1320,error,O NOUN
1320,.,O PUNCT
1320,Change,B-ACTION VERB
1320,SD,B-PARAMETER PROPN
1320,card,O NOUN
1320,(,O PUNCT
1320,Code,O NOUN
1320,:,O PUNCT
1320,10025,O NUM
1320,),O PUNCT
1321,Flight,B-ACTION NOUN
1321,altitude,O NOUN
1321,exceeds,O VERB
1321,nnn,O X
1321,.,O PUNCT
1321,Aircraft,O NOUN
1321,may,O AUX
1321,be,O AUX
1321,in,O ADP
1321,violation,O NOUN
1321,of,O ADP
1321,local,O ADJ
1321,laws,B-ISSUE NOUN
1321,and,O SCONJ
1321,regulations,B-ISSUE NOUN
1321,.,O PUNCT
1321,Check,B-ACTION VERB
1321,and,O SCONJ
1321,make,O VERB
1321,sure,O ADJ
1321,you,O PRON
1321,have,O VERB
1321,obtained,O VERB
1321,proper,O ADJ
1321,authorization,O NOUN
1321,to,O ADP
1321,fly,O VERB
1321,in,O ADP
1321,this,O PRON
1321,airspace,B-COMPONENT NOUN
1321,(,O PUNCT
1321,Code,O NOUN
1321,:,O PUNCT
1321,3000006,O NUM
1321,),O PUNCT
1322,Gimbal,B-COMPONENT NOUN
1322,calibration,O NOUN
1322,error,O NOUN
1322,.,O PUNCT
1322,Restart,B-ACTION VERB
1322,aircraft,O NOUN
1322,or,O SCONJ
1322,contact,O NOUN
1322,DJI,B-PARAMETER PROPN
1322,Support,B-FUNCTION NOUN
1322,if,O SCONJ
1322,the,O PRON
1322,issue,O NOUN
1322,persists,O VERB
1322,(,O PUNCT
1322,Code,O NOUN
1322,:,O PUNCT
1322,40011,O NUM
1322,),O PUNCT
1323,GPS,O NOUN
1323,signal,O NOUN
1323,low,O ADJ
1323,.,O PUNCT
1323,Aircraft,O NOUN
1323,unable,O ADJ
1323,to,O ADP
1323,auto,O PROPN
1323,hover,O VERB
1323,and,O SCONJ
1323,takeoff,O NOUN
1323,restricted,O ADJ
1323,.,O PUNCT
1323,Move,B-ACTION VERB
1323,to,O ADP
1323,environment,B-STATE NOUN
1323,with,O ADP
1323,adequate,B-STATE ADJ
1323,light,B-PARAMETER NOUN
1323,.,O PUNCT
1323,Unlocking,B-ACTION VERB
1323,takeoff,O NOUN
1323,restrictions,I-PARAMETER NOUN
1323,not,O ADV
1323,recommended,I-STATE VERB
1323,(,O PUNCT
1323,Code,O NOUN
1323,:,O PUNCT
1323,30239,O NUM
1323,),O PUNCT
1324,GPS,O NOUN
1324,signal,O NOUN
1324,weak,O ADJ
1324,.,O PUNCT
1324,Hovering,B-ISSUE PROPN
1324,unstable,B-STATE ADJ
1324,.,O PUNCT
1324,Fly,B-ACTION VERB
1324,with,O ADP
1324,caution,O NOUN
1324,(,O PUNCT
1324,Code,O NOUN
1324,:,O PUNCT
1324,30002,O NUM
1324,),O PUNCT
1325,GPS,O NOUN
1325,signal,O NOUN
1325,weak,O ADJ
1325,.,O PUNCT
1325,Positioning,I-ACTION VERB
1325,accuracy,B-PARAMETER NOUN
1325,affected,O ADJ
1325,.,O PUNCT
1325,Fly,B-ACTION VERB
1325,with,O ADP
1325,caution,O NOUN
1325,(,O PUNCT
1325,Code,O NOUN
1325,:,O PUNCT
1325,30049,O NUM
1325,),O PUNCT
1326,Gyroscope,B-PARAMETER PROPN
1326,initialization,O NOUN
1326,failed,O VERB
1326,.,O PUNCT
1326,Restart,B-ACTION VERB
1326,aircraft,O NOUN
1326,(,O PUNCT
1326,Code,O NOUN
1326,:,O PUNCT
1326,30045,O NUM
1326,),O PUNCT
1327,High,O ADJ
1327,altitude,O NOUN
1327,.,O PUNCT
1327,Aircraft,O NOUN
1327,braking,I-ACTION VERB
1327,distance,O NOUN
1327,increased,B-STATE VERB
1327,and,O SCONJ
1327,flight,O NOUN
1327,time,I-STATE NOUN
1327,decreased,O ADJ
1327,.,O PUNCT
1327,Fly,B-ACTION VERB
1327,with,O ADP
1327,caution,O NOUN
1327,(,O PUNCT
1327,Code,O NOUN
1327,:,O PUNCT
1327,30238,O NUM
1327,),O PUNCT
1328,Home,B-COMPONENT NOUN
1328,Point,B-STATE NOUN
1328,updated,I-ACTION VERB
1328,.,O PUNCT
1328,RTH,B-STATE PROPN
1328,altitude,O NOUN
1328,adjusted,I-ACTION VERB
1328,to,O ADP
1328,nnn,O X
1328,(,O PUNCT
1328,Code,O NOUN
1328,:,O PUNCT
1328,120852,O NUM
1328,),O PUNCT
1329,Home,B-COMPONENT NOUN
1329,Point,B-STATE NOUN
1329,updated,I-ACTION VERB
1329,.,O PUNCT
1329,RTH,B-STATE PROPN
1329,altitude,O NOUN
1329,adjusted,I-ACTION VERB
1329,to,O ADP
1329,nnn,O X
1329,(,O PUNCT
1329,Code,O NOUN
1329,:,O PUNCT
1329,3000001,O NUM
1329,),O PUNCT
1330,Image,B-COMPONENT NOUN
1330,transmission,B-COMPONENT NOUN
1330,signal,O NOUN
1330,lost,O VERB
1330,(,O PUNCT
1330,Code,O NOUN
1330,:,O PUNCT
1330,80001,O NUM
1330,),O PUNCT
1331,IMU,B-PARAMETER PROPN
1331,calibration,O NOUN
1331,required,I-ACTION VERB
1331,.,O PUNCT
1331,Calibrate,B-ACTION VERB
1331,IMU,B-PARAMETER PROPN
1331,(,O PUNCT
1331,Code,O NOUN
1331,:,O PUNCT
1331,30050,O NUM
1331,),O PUNCT
1332,Insufficient,B-PARAMETER ADJ
1332,SD,B-PARAMETER PROPN
1332,card,O NOUN
1332,space,B-COMPONENT NOUN
1332,.,O PUNCT
1332,Change,B-ACTION VERB
1332,card,O NOUN
1332,or,O SCONJ
1332,delete,I-ACTION VERB
1332,files,B-COMPONENT NOUN
1332,(,O PUNCT
1332,Code,O NOUN
1332,:,O PUNCT
1332,10035,O NUM
1332,),O PUNCT
1333,Lighting,B-COMPONENT NOUN
1333,environment,B-STATE NOUN
1333,too,O ADV
1333,dark,B-STATE ADJ
1333,.,O PUNCT
1333,Visual,B-COMPONENT NOUN
1333,positioning,I-ACTION VERB
1333,inaccurate,B-ISSUE ADJ
1333,.,O PUNCT
1333,Fly,B-ACTION VERB
1333,with,O ADP
1333,caution,O NOUN
1333,(,O PUNCT
1333,Code,O NOUN
1333,:,O PUNCT
1333,180032,O NUM
1333,),O PUNCT
1334,Low,O ADJ
1334,battery,O NOUN
1334,voltage,O NOUN
1334,.,O PUNCT
1334,Fly,B-ACTION VERB
1334,with,O ADP
1334,caution,O NOUN
1334,(,O PUNCT
1334,Code,O NOUN
1334,:,O PUNCT
1334,110011,O NUM
1334,),O PUNCT
1335,Low,O ADJ
1335,battery,O NOUN
1335,.,O PUNCT
1335,Return,B-ACTION VERB
1335,to,O ADP
1335,home,O NOUN
1335,promptly,O ADV
1335,(,O PUNCT
1335,Code,O NOUN
1335,:,O PUNCT
1335,120732,O NUM
1335,),O PUNCT
1336,Low,O ADJ
1336,battery,O NOUN
1336,.,O PUNCT
1336,Return,B-ACTION VERB
1336,to,O ADP
1336,home,O NOUN
1336,promptly,O ADV
1336,(,O PUNCT
1336,Code,O NOUN
1336,:,O PUNCT
1336,30183,O NUM
1336,),O PUNCT
1337,Mobile,B-COMPONENT ADJ
1337,device,B-COMPONENT NOUN
1337,CPU,B-PARAMETER PROPN
1337,fully,O ADV
1337,loaded,I-ACTION VERB
1337,.,O PUNCT
1337,Related,B-FUNCTION ADJ
1337,performance,O NOUN
1337,will,O AUX
1337,be,O AUX
1337,affected,O ADJ
1338,Motor,B-COMPONENT NOUN
1338,idle,B-STATE ADJ
1338,.,O PUNCT
1338,Check,B-ACTION VERB
1338,whether,O SCONJ
1338,propellers,O NOUN
1338,are,O AUX
1338,installed,I-ACTION ADP
1338,(,O PUNCT
1338,Code,O NOUN
1338,:,O PUNCT
1338,30166,O NUM
1338,),O PUNCT
1339,Motor,B-COMPONENT NOUN
1339,is,O AUX
1339,Blocked,B-ISSUE VERB
1340,Motor,B-COMPONENT NOUN
1340,is,O AUX
1340,Blocked,B-ISSUE VERB
1340,.,O PUNCT
1340,Motor,B-COMPONENT NOUN
1340,stuck,I-STATE VERB
1340,.,O PUNCT
1340,Check,B-ACTION VERB
1340,for,O ADP
1340,objects,O NOUN
1340,blocking,I-ACTION VERB
1340,motor,O NOUN
1340,or,O SCONJ
1340,contact,O NOUN
1340,DJI,B-PARAMETER PROPN
1340,Support,B-FUNCTION NOUN
1340,for,O ADP
1340,assistance,O NOUN
1340,(,O PUNCT
1340,Code,O NOUN
1340,:,O PUNCT
1340,30165,O NUM
1340,),O PUNCT
1341,Motor,B-COMPONENT NOUN
1341,stuck,I-STATE VERB
1341,.,O PUNCT
1341,Check,B-ACTION VERB
1341,for,O ADP
1341,objects,O NOUN
1341,blocking,I-ACTION VERB
1341,motor,O NOUN
1341,or,O SCONJ
1341,contact,O NOUN
1341,DJI,B-PARAMETER PROPN
1341,Support,B-FUNCTION NOUN
1341,for,O ADP
1341,assistance,O NOUN
1341,(,O PUNCT
1341,Code,O NOUN
1341,:,O PUNCT
1341,30165,O NUM
1341,),O PUNCT
1342,Motor,B-COMPONENT NOUN
1342,unable,O ADJ
1342,to,O ADP
1342,rotate,O VERB
1342,.,O PUNCT
1342,Check,B-ACTION VERB
1342,for,O ADP
1342,objects,O NOUN
1342,blocking,I-ACTION VERB
1342,motor,O NOUN
1342,or,O SCONJ
1342,contact,O NOUN
1342,DJI,B-PARAMETER PROPN
1342,Support,B-FUNCTION NOUN
1342,for,O ADP
1342,assistance,O NOUN
1342,(,O PUNCT
1342,Code,O NOUN
1342,:,O PUNCT
1342,30165,O NUM
1342,),O PUNCT
1343,Motor,B-COMPONENT NOUN
1343,unable,O ADJ
1343,to,O ADP
1343,rotate,O VERB
1343,.,O PUNCT
1343,Check,B-ACTION VERB
1343,motor,O NOUN
1343,(,O PUNCT
1343,Code,O NOUN
1343,:,O PUNCT
1343,30142,O NUM
1343,),O PUNCT
1344,No,O PART
1344,GPS,O NOUN
1344,signal,O NOUN
1344,.,O PUNCT
1344,Unable,O ADJ
1344,to,O ADP
1344,hover,O VERB
1344,.,O PUNCT
1344,Fly,B-ACTION VERB
1344,with,O ADP
1344,caution,O NOUN
1344,(,O PUNCT
1344,Code,O NOUN
1344,:,O PUNCT
1344,30007,O NUM
1344,),O PUNCT
1345,No,O PART
1345,SD,B-PARAMETER PROPN
1345,card,O NOUN
1345,.,O PUNCT
1345,Insert,I-ACTION VERB
1345,card,O NOUN
1345,(,O PUNCT
1345,Code,O NOUN
1345,:,O PUNCT
1345,10022,O NUM
1345,),O PUNCT
1346,Not,O ADV
1346,Enough,B-ISSUE ADJ
1346,Force,B-PARAMETER NOUN
1346,/,O PUNCT
1346,ESC,B-STATE PROPN
1346,Error,B-ISSUE NOUN
1347,Payload,B-COMPONENT NOUN
1347,mode,O NOUN
1347,enabled,I-STATE VERB
1347,.,O PUNCT
1347,Max,O ADJ
1347,altitude,O NOUN
1347,set,O VERB
1347,to,O ADP
1347,nnn,O X
1347,and,O SCONJ
1347,max,O ADJ
1347,distance,O NOUN
1347,set,O VERB
1347,to,O ADP
1347,nnn,O X
1347,to,O ADP
1347,ensure,O VERB
1347,flight,O NOUN
1347,safety,O NOUN
1347,(,O PUNCT
1347,Code,O NOUN
1347,:,O PUNCT
1347,30230,O NUM
1347,),O PUNCT
1348,Payload,B-COMPONENT NOUN
1348,mode,O NOUN
1348,enabled,I-STATE VERB
1348,.,O PUNCT
1348,Max,O ADJ
1348,altitude,O NOUN
1348,set,O VERB
1348,to,O ADP
1348,nnn,O X
1348,and,O SCONJ
1348,max,O ADJ
1348,distance,O NOUN
1348,set,O VERB
1348,to,O ADP
1348,nnn,O X
1348,.,O PUNCT
1348,Fly,B-ACTION VERB
1348,in,O ADP
1348,a,O PART
1348,wind,O NOUN
1348,-,O PUNCT
1348,free,B-STATE ADJ
1348,environment,B-STATE NOUN
1348,to,O ADP
1348,ensure,O VERB
1348,flight,O NOUN
1348,safety,O NOUN
1348,(,O PUNCT
1348,Code,O NOUN
1348,:,O PUNCT
1348,30230,O NUM
1348,),O PUNCT
1349,Payload,B-COMPONENT NOUN
1349,mode,O NOUN
1349,enabled,I-STATE VERB
1349,.,O PUNCT
1349,Max,O ADJ
1349,altitude,O NOUN
1349,set,O VERB
1349,to,O ADP
1349,nnn,O X
1349,and,O SCONJ
1349,max,O ADJ
1349,distance,O NOUN
1349,set,O VERB
1349,to,O ADP
1349,nnn,O X
1349,.,O PUNCT
1349,Fly,B-ACTION VERB
1349,in,O ADP
1349,a,O PART
1349,wind,O NOUN
1349,-,O PUNCT
1349,free,B-STATE ADJ
1349,environment,B-STATE NOUN
1349,to,O ADP
1349,ensure,O VERB
1349,flight,O NOUN
1349,safety,O NOUN
1349,(,O PUNCT
1349,Code,O NOUN
1349,:,O PUNCT
1349,30232,O NUM
1349,),O PUNCT
1350,Payload,B-COMPONENT NOUN
1350,mode,O NOUN
1350,enabled,I-STATE VERB
1350,.,O PUNCT
1350,Return,B-ACTION VERB
1350,the,O PRON
1350,aircraft,O NOUN
1350,to,O ADP
1350,an,O PRON
1350,area,B-STATE NOUN
1350,nearby,O ADV
1350,the,O PRON
1350,home,O NOUN
1350,point,B-STATE NOUN
1350,promptly,O ADV
1350,to,O ADP
1350,ensure,O VERB
1350,flight,O NOUN
1350,safety,O NOUN
1350,(,O PUNCT
1350,Code,O NOUN
1350,:,O PUNCT
1350,30229,O NUM
1350,),O PUNCT
1351,Propeller,B-COMPONENT NOUN
1351,Fell,B-ACTION VERB
1351,Off,O PART
1352,Propeller,B-COMPONENT NOUN
1352,Fell,B-ACTION VERB
1352,Off,O PART
1352,.,O PUNCT
1352,Motor,B-COMPONENT NOUN
1352,idle,B-STATE ADJ
1352,.,O PUNCT
1352,Check,B-ACTION VERB
1352,whether,O SCONJ
1352,propellers,O NOUN
1352,are,O AUX
1352,installed,I-ACTION ADP
1352,(,O PUNCT
1352,Code,O NOUN
1352,:,O PUNCT
1352,30166,O NUM
1352,),O PUNCT
1353,Propeller,B-COMPONENT NOUN
1353,rotating,B-STATE VERB
1353,too,O ADV
1353,fast,B-STATE ADJ
1353,.,O PUNCT
1353,Wind,B-COMPONENT NOUN
1353,resistance,I-PARAMETER NOUN
1353,affected,O ADJ
1353,.,O PUNCT
1353,Return,B-ACTION VERB
1353,to,O ADP
1353,home,O NOUN
1353,and,O SCONJ
1353,land,O VERB
1353,promptly,O ADV
1353,.,O PUNCT
1353,Check,B-ACTION VERB
1353,whether,O SCONJ
1353,propeller,B-COMPONENT NOUN
1353,on,O PART
1353,beeping,I-ISSUE NOUN
1353,ESC,B-STATE PROPN
1353,is,O AUX
1353,warped,B-STATE VERB
1353,or,O SCONJ
1353,damaged,I-STATE VERB
1353,(,O PUNCT
1353,Code,O NOUN
1353,:,O PUNCT
1353,30246,O NUM
1353,),O PUNCT
1354,Propellers,B-COMPONENT NOUN
1354,not,O ADV
1354,installed,I-ACTION ADP
1354,(,O PUNCT
1354,Code,O NOUN
1354,:,O PUNCT
1354,30144,O NUM
1354,),O PUNCT
1355,Recharge,B-ACTION VERB
1355,promptly,O ADV
1355,(,O PUNCT
1355,Code,O NOUN
1355,:,O PUNCT
1355,120732,O NUM
1355,),O PUNCT
1356,Remote,B-COMPONENT ADJ
1356,controller,O NOUN
1356,battery,O NOUN
1356,level,O NOUN
1356,low,O ADJ
1356,.,O PUNCT
1356,Recharge,B-ACTION VERB
1356,promptly,O ADV
1356,(,O PUNCT
1356,Code,O NOUN
1356,:,O PUNCT
1356,60001,O NUM
1356,),O PUNCT
1357,Remote,B-COMPONENT ADJ
1357,controller,O NOUN
1357,disconnected,I-STATE VERB
1357,from,O ADP
1357,aircraft,O NOUN
1357,(,O PUNCT
1357,Code,O NOUN
1357,:,O PUNCT
1357,30029,O NUM
1357,),O PUNCT
1358,Remote,B-COMPONENT ADJ
1358,controller,O NOUN
1358,in,O ADP
1358,high,O ADJ
1358,interference,O NOUN
1358,environment,B-STATE NOUN
1358,.,O PUNCT
1358,Manually,O ADV
1358,adjust,I-ACTION VERB
1358,flight,O NOUN
1358,route,B-PARAMETER NOUN
1358,or,O SCONJ
1358,return,O VERB
1358,to,O ADP
1358,home,O NOUN
1358,(,O PUNCT
1358,Code,O NOUN
1358,:,O PUNCT
1358,80014,O NUM
1358,),O PUNCT
1359,Remote,B-COMPONENT ADJ
1359,controller,O NOUN
1359,signal,O NOUN
1359,lost,O VERB
1359,(,O PUNCT
1359,Code,O NOUN
1359,:,O PUNCT
1359,30029,O NUM
1359,),O PUNCT
1360,RTH,B-STATE PROPN
1360,altitude,O NOUN
1360,adjusted,I-ACTION VERB
1360,to,O ADP
1360,nnn,O X
1360,(,O PUNCT
1360,Code,O NOUN
1360,:,O PUNCT
1360,120852,O NUM
1360,),O PUNCT
1361,SD,B-PARAMETER PROPN
1361,card,O NOUN
1361,full,O ADJ
1361,.,O PUNCT
1361,Change,B-ACTION VERB
1361,card,O NOUN
1361,or,O SCONJ
1361,delete,I-ACTION VERB
1361,files,B-COMPONENT NOUN
1361,(,O PUNCT
1361,Code,O NOUN
1361,:,O PUNCT
1361,10027,O NUM
1361,),O PUNCT
1362,SD,B-PARAMETER PROPN
1362,card,O NOUN
1362,malfunction,I-ISSUE NOUN
1362,.,O PUNCT
1362,Change,B-ACTION VERB
1362,card,O NOUN
1362,(,O PUNCT
1362,Code,O NOUN
1362,:,O PUNCT
1362,10023,O NUM
1362,),O PUNCT
1363,Setting,B-FUNCTION NOUN
1363,new,O ADJ
1363,Maximum,O ADJ
