Unnamed: 0,sentence_ID,words,labels
11461,1045,the,O PRON
11462,1045,RTH,B-STATE PROPN
11463,1045,Altitude,B-PARAMETER NOUN
11464,1045,in,O ADP
11465,1045,Remote,B-COMPONENT ADJ
11466,1045,Controller,B-COMPONENT NOUN
11467,1045,Settings,B-COMPONENT NOUN
11468,1045,after,O ADP
11469,1045,cancelling,I-ACTION VERB
11470,1045,RTH,B-STATE PROPN
11471,1045,if,O SCONJ
11472,1045,necessary,O ADJ
11473,1046,Aircraft,O NOUN
11474,1046,is,O AUX
11475,1046,returning,O VERB
11476,1046,to,O ADP
11477,1046,the,O PRON
11478,1046,Home,B-COMPONENT NOUN
11479,1046,Point,B-STATE NOUN
11480,1046,.,O PUNCT
11481,1046,RTH,B-STATE PROPN
11482,1046,Altitude,B-PARAMETER NOUN
11483,1046,is,O AUX
11484,1046,nnn,O X
11485,1046,.,O PUNCT
11486,1046,You,O PRON
11487,1046,can,O AUX
11488,1046,reset,I-ACTION VERB
11489,1046,the,O PRON
11490,1046,RTH,B-STATE PROPN
11491,1046,Altitude,B-PARAMETER NOUN
11492,1046,in,O ADP
11493,1046,Remote,B-COMPONENT ADJ
11494,1046,Controller,B-COMPONENT NOUN
11495,1046,Settings,B-COMPONENT NOUN
11496,1046,after,O ADP
11497,1046,cancelling,I-ACTION VERB
11498,1046,RTH,B-STATE PROPN
11499,1046,if,O SCONJ
11500,1046,necessary,O ADJ
11501,1047,Aircraft,O NOUN
11502,1047,will,O AUX
11503,1047,automatically,O ADV
11504,1047,descend,I-ACTION VERB
11505,1047,in,O ADP
11506,1047,nnn,O X
11507,1048,"""",O PUNCT
11508,1048,Another,O PRON
11509,1048,aircraft,O NOUN
11510,1048,is,O AUX
11511,1048,dangerously,B-ISSUE ADV
11512,1048,close,I-ACTION VERB
11513,1048,",",O PUNCT
11514,1048,please,O INTJ
11515,1048,descend,I-ACTION VERB
11516,1048,to,O ADP
11517,1048,a,O PART
11518,1048,safer,B-STATE ADJ
11519,1048,altitude,O NOUN
11520,1048,"""",O PUNCT
11521,1049,Another,O PRON
11522,1049,aircraft,O NOUN
11523,1049,is,O AUX
11524,1049,nearby,O ADV
11525,1049,.,O PUNCT
11526,1049,Fly,B-ACTION VERB
11527,1049,with,O ADP
11528,1049,caution,O NOUN
11529,1050,Barometer,B-COMPONENT NOUN
11530,1050,Dead,O ADJ
11531,1050,in,O ADP
11532,1050,Air,O NOUN
11533,1051,"""",O PUNCT
11534,1051,Battery,B-COMPONENT NOUN
11535,1051,cell,B-COMPONENT NOUN
11536,1051,broken,I-STATE VERB
11537,1051,",",O PUNCT
11538,1051,please,O INTJ
11539,1051,replace,I-ACTION VERB
11540,1051,the,O PRON
11541,1051,battery,O NOUN
11542,1051,"""",O PUNCT
11543,1052,Battery,B-COMPONENT NOUN
11544,1052,Voltage,B-PARAMETER NOUN
11545,1052,Difference,B-STATE NOUN
11546,1052,too,O ADV
11547,1052,large,O ADJ
11548,1052,.,O PUNCT
11549,1052,Check,B-ACTION VERB
11550,1052,Battery,B-COMPONENT NOUN
11551,1052,Status,B-STATE NOUN
11552,1053,Calibration,B-ISSUE NOUN
11553,1053,subject,B-PARAMETER NOUN
11554,1053,is,O AUX
11555,1053,too,O ADV
11556,1053,close,I-ACTION VERB
11557,1053,.,O PUNCT
11558,1053,Recalibrate,B-ACTION VERB
11559,1053,using,I-ACTION VERB
11560,1053,a,O PART
11561,1053,subject,B-PARAMETER NOUN
11562,1053,that,O SCONJ
11563,1053,is,O AUX
11564,1053,farther,O ADV
11565,1053,away,O ADV
11566,1054,"""",O PUNCT
11567,1054,Camera,B-COMPONENT NOUN
11568,1054,busy,B-STATE ADJ
11569,1054,",",O PUNCT
11570,1054,can,O AUX
11571,1054,not,O ADV
11572,1054,enter,I-ACTION VERB
11573,1054,playback,I-STATE NOUN
11574,1054,"""",O PUNCT
11575,1055,"""",O PUNCT
11576,1055,Camera,B-COMPONENT NOUN
11577,1055,Error,B-ISSUE NOUN
11578,1055,(,O PUNCT
11579,1055,error,O NOUN
11580,1055,code,O NOUN
11581,1055,01,O NUM
11582,1055,),O PUNCT
11583,1055,Solution,B-ISSUE NOUN
11584,1055,:,O PUNCT
11585,1055,Restart,B-ACTION VERB
11586,1055,the,O PRON
11587,1055,aircraft,O NOUN
11588,1055,",",O PUNCT
11589,1055,if,O SCONJ
11590,1055,the,O PRON
11591,1055,problem,B-STATE NOUN
11592,1055,persists,O VERB
11593,1055,",",O PUNCT
11594,1055,contact,O NOUN
11595,1055,DJI,B-PARAMETER PROPN
11596,1055,Support,B-FUNCTION NOUN
11597,1055,"""",O PUNCT
11598,1056,Camera,B-COMPONENT NOUN
11599,1056,sensor,O NOUN
11600,1056,error,O NOUN
11601,1056,Hardware,B-COMPONENT NOUN
11602,1056,malfunction,I-ISSUE NOUN
11603,1056,:,O PUNCT
11604,1056,Contact,B-ACTION NOUN
11605,1056,DJI,B-PARAMETER PROPN
11606,1056,Support,B-FUNCTION NOUN
11607,1056,to,O ADP
11608,1056,arrange,I-ACTION ADP
11609,1056,for,O ADP
11610,1056,repairs,B-FUNCTION NOUN
11611,1057,"""",O PUNCT
11612,1057,Can,O AUX
11613,1057,not,O ADV
11614,1057,switch,I-ACTION VERB
11615,1057,flight,O NOUN
11616,1057,mode,O NOUN
11617,1057,.,O PUNCT
11618,1057,Turn,I-ACTION VERB
11619,1057,on,O PART
11620,1057,"""",O PUNCT
11621,1057,"""",O PUNCT
11622,1057,Multiple,O ADJ
11623,1057,Flight,B-ACTION NOUN
11624,1057,Modes,B-STATE NOUN
11625,1057,"""",O PUNCT
11626,1057,"""",O PUNCT
11627,1057,to,O ADP
11628,1057,enable,I-ACTION VERB
11629,1057,Atti,B-STATE NOUN
11630,1057,and,O CCONJ
11631,1057,Sport,B-ISSUE NOUN
11632,1057,Modes,B-STATE NOUN
11633,1057,"""",O PUNCT
11634,1058,Can,O AUX
11635,1058,not,O ADV
11636,1058,takeoff,O NOUN
11637,1058,in,O ADP
11638,1058,a,O PART
11639,1058,no,O PART
11640,1058,-,O PUNCT
11641,1058,fly,O VERB
11642,1058,zone,O NOUN
11643,1059,Compass,B-COMPONENT NOUN
11644,1059,abnormal,B-ISSUE ADJ
11645,1059,Solution,B-ISSUE NOUN
11646,1059,:,O PUNCT
11647,1059,1,O NUM
11648,1059,.,O PUNCT
11649,1059,Ensure,B-ACTION VERB
11650,1059,there,O PRON
11651,1059,are,O AUX
11652,1059,no,O PART
11653,1059,magnets,I-COMPONENT NOUN
11654,1059,or,O CCONJ
11655,1059,metal,O ADJ
11656,1059,objects,O NOUN
11657,1059,near,O ADP
11658,1059,the,O PRON
11659,1059,aircraft,O NOUN
11660,1059,.,O PUNCT
11661,1059,The,O PRON
11662,1059,ground,B-COMPONENT NOUN
11663,1059,or,O CCONJ
11664,1059,walls,I-COMPONENT NOUN
11665,1059,may,O AUX
11666,1059,contain,I-PARAMETER VERB
11667,1059,metal,O ADJ
11668,1059,.,O PUNCT
11669,1059,Move,B-ACTION VERB
11670,1059,away,O ADV
11671,1059,from,O ADP
11672,1059,sources,I-COMPONENT NOUN
11673,1059,of,O ADP
11674,1059,interference,O NOUN
11675,1059,before,O ADP
11676,1059,attempting,I-ACTION NOUN
11677,1059,flight,O NOUN
11678,1059,.,O PUNCT
11679,1059,2,O NUM
11680,1059,.,O PUNCT
11681,1059,Calibrate,B-ACTION VERB
11682,1059,Compass,B-COMPONENT NOUN
11683,1059,Before,O ADP
11684,1059,Takeoff,B-ACTION NOUN
11685,1060,Compass,B-COMPONENT NOUN
11686,1060,Error,B-ISSUE NOUN
11687,1061,"""",O PUNCT
11688,1061,Compass,B-COMPONENT NOUN
11689,1061,error,O NOUN
11690,1061,",",O PUNCT
11691,1061,calibration,O NOUN
11692,1061,required,I-ACTION VERB
11693,1061,"""",O PUNCT
11694,1062,Critically,O ADV
11695,1062,low,O ADJ
11696,1062,power,O NOUN
11697,1062,.,O PUNCT
11698,1062,Aircraft,O NOUN
11699,1062,is,O AUX
11700,1062,landing,O NOUN
11701,1063,Data,B-PARAMETER PROPN
11702,1063,Recorder,B-COMPONENT NOUN
11703,1063,File,O NOUN
11704,1063,Index,O NOUN
11705,1063,is,O AUX
11706,1063,nnn,O X
11707,1064,"""",O PUNCT
11708,1064,Detected,O VERB
11709,1064,side,O NOUN
11710,1064,/,O PUNCT
11711,1064,backward,O ADV
11712,1064,/,O PUNCT
11713,1064,forward,O ADV
11714,1064,shock,O NOUN
11715,1064,/,O PUNCT
11716,1064,possible,O ADJ
11717,1064,collision,O NOUN
11718,1064,",",O PUNCT
11719,1064,aircraft,O NOUN
11720,1064,is,O AUX
11721,1064,pitching,O VERB
11722,1064,/,O PUNCT
11723,1064,rolling,O VERB
11724,1064,sharply,O ADV
11725,1064,forward,O ADV
11726,1064,/,O PUNCT
11727,1064,backwards,O ADV
11728,1064,/,O PUNCT
11729,1064,left,O NOUN
11730,1064,/,O PUNCT
11731,1064,right,O NOUN
11732,1064,"""",O PUNCT
11733,1065,Downlink,B-COMPONENT NOUN
11734,1065,data,O NOUN
11735,1065,connection,O NOUN
11736,1065,lost,O VERB
11737,1065,for,O ADP
11738,1065,nnn,O X
11739,1065,seconds,O NUM
11740,1066,GEO,B-STATE PROPN
11741,1066,:,O PUNCT
11742,1066,You,O PRON
11743,1066,are,O AUX
11744,1066,in,O ADP
11745,1066,a,O PART
11746,1066,Warning,B-ISSUE NOUN
11747,1066,Zone,B-COMPONENT NOUN
11748,1066,(,O PUNCT
11749,1066,Airport,O NOUN
11750,1066,Class,B-PARAMETER NOUN
11751,1066,Airspace,B-COMPONENT NOUN
11752,1066,Unpaved,B-STATE ADJ
11753,1066,Airports,O NOUN
11754,1066,Power,B-PARAMETER NOUN
11755,1066,Plant,B-COMPONENT NOUN
11756,1066,),O PUNCT
11757,1066,.,O PUNCT
11758,1066,Fly,B-ACTION VERB
11759,1066,with,O ADP
11760,1066,caution,O NOUN
11761,1067,Gimbal,B-COMPONENT NOUN
11762,1067,Recenter,B-ACTION VERB
11763,1068,GPS,O NOUN
11764,1068,signal,O NOUN
11765,1068,weak,O ADJ
11766,1068,.,O PUNCT
11767,1068,Hovering,B-ISSUE PROPN
11768,1068,unstable,B-STATE ADJ
11769,1068,.,O PUNCT
11770,1068,Fly,B-ACTION VERB
11771,1068,with,O ADP
11772,1068,caution,O NOUN
11773,1068,(,O PUNCT
11774,1068,Code,O NOUN
11775,1068,:,O PUNCT
11776,1068,30002,O NUM
11777,1068,),O PUNCT
11778,1069,High,O ADJ
11779,1069,Wind,B-COMPONENT NOUN
11780,1069,Velocity,B-PARAMETER NOUN
11781,1069,:,O PUNCT
11782,1069,Fly,B-ACTION VERB
11783,1069,with,O ADP
11784,1069,caution,O NOUN
11785,1069,and,O CCONJ
11786,1069,ensure,O VERB
11787,1069,the,O PRON
11788,1069,aircraft,O NOUN
11789,1069,remains,O NOUN
11790,1069,within,O ADP
11791,1069,your,O PRON
11792,1069,line,O NOUN
11793,1069,of,O ADP
11794,1069,sight,O NOUN
11795,1070,Homepoint,B-COMPONENT PROPN
11796,1070,updated,I-ACTION VERB
11797,1071,Live,B-STATE NOUN
11798,1071,stream,I-COMPONENT NOUN
11799,1071,video,B-COMPONENT NOUN
11800,1071,frame,I-COMPONENT NOUN
11801,1071,rate,O NOUN
11802,1071,less,O ADV
11803,1071,than,O ADP
11804,1071,9Hz,O PUNCT
11805,1071,.,O PUNCT
11806,1071,Fly,B-ACTION VERB
11807,1071,with,O ADP
11808,1071,caution,O NOUN
11809,1072,"""",O PUNCT
11810,1072,Low,O ADJ
11811,1072,power,O NOUN
11812,1072,",",O PUNCT
11813,1072,please,O INTJ
11814,1072,replace,I-ACTION VERB
11815,1072,the,O PRON
11816,1072,battery,O NOUN
11817,1072,"""",O PUNCT
11818,1073,Motor,B-COMPONENT NOUN
11819,1073,is,O AUX
11820,1073,Blocked,B-ISSUE VERB
11821,1074,Motor,B-COMPONENT NOUN
11822,1074,is,O AUX
11823,1074,idling,B-STATE VERB
11824,1074,(,O PUNCT
11825,1074,lost,O VERB
11826,1074,or,O CCONJ
11827,1074,missing,B-STATE VERB
11828,1074,propeller,B-COMPONENT NOUN
11829,1074,),O PUNCT
11830,1075,Not,O ADV
11831,1075,Enough,B-ISSUE ADJ
11832,1075,Force,B-PARAMETER NOUN
11833,1075,/,O PUNCT
11834,1075,ESC,B-STATE PROPN
11835,1075,Error,B-ISSUE NOUN
11836,1076,Obstacle,B-ISSUE NOUN
11837,1076,Avoidance,B-ISSUE NOUN
11838,1076,disabled,O ADJ
11839,1076,.,O PUNCT
11840,1076,Fly,B-ACTION VERB
11841,1076,with,O ADP
11842,1076,caution,O NOUN
11843,1077,Propeller,B-COMPONENT NOUN
11844,1077,Fell,B-ACTION VERB
11845,1077,Off,O PART
11846,1078,Reaching,B-ACTION VERB
11847,1078,maximum,O ADJ
11848,1078,altitude,O NOUN
11849,1078,...,O PUNCT
11850,1079,Recenter,B-ACTION VERB
11851,1079,Gimbal,B-COMPONENT NOUN
11852,1079,Pan,B-COMPONENT NOUN
11853,1080,Remote,B-COMPONENT ADJ
11854,1080,controller,O NOUN
11855,1080,disconnected,I-STATE VERB
11856,1080,from,O ADP
11857,1080,aircraft,O NOUN
11858,1080,(,O PUNCT
11859,1080,Code,O NOUN
11860,1080,:,O PUNCT
11861,1080,30029,O NUM
11862,1080,),O PUNCT
11863,1081,Remote,B-COMPONENT ADJ
11864,1081,controller,O NOUN
11865,1081,signal,O NOUN
11866,1081,weak,O ADJ
11867,1081,.,O PUNCT
11868,1081,Adjust,I-ACTION VERB
11869,1081,remote,O ADJ
11870,1081,controller,O NOUN
11871,1081,antennas,O NOUN
11872,1081,(,O PUNCT
11873,1081,Code,O NOUN
11874,1081,:,O PUNCT
11875,1081,80002,O NUM
11876,1081,),O PUNCT
11877,1082,Returning,B-ACTION VERB
11878,1082,Home,B-COMPONENT NOUN
11879,1083,RTH,B-STATE PROPN
11880,1083,altitude,O NOUN
11881,1083,adjusted,I-ACTION VERB
11882,1083,to,O ADP
11883,1083,nnn,O X
11884,1083,(,O PUNCT
11885,1083,Code,O NOUN
11886,1083,:,O PUNCT
11887,1083,120852,O NUM
11888,1083,),O PUNCT
11889,1084,Setting,B-FUNCTION NOUN
11890,1084,new,O ADJ
11891,1084,Maximum,O ADJ
11892,1084,Flight,B-ACTION NOUN
11893,1084,Altitude,B-PARAMETER NOUN
11894,1084,to,O ADP
11895,1084,nnn,O X
11896,1084,(,O PUNCT
11897,1084,nnn,O X
11898,1084,),O PUNCT
11899,1085,Setting,B-FUNCTION NOUN
11900,1085,new,O ADJ
11901,1085,Return,B-ACTION VERB
11902,1085,-,O PUNCT
11903,1085,To,O ADP
11904,1085,-,O PUNCT
11905,1085,Home,B-COMPONENT NOUN
11906,1085,altitude,O NOUN
11907,1085,to,O ADP
11908,1085,nnn,O X
11909,1085,(,O PUNCT
11910,1085,nnn,O X
11911,1085,),O PUNCT
11912,1086,Signal,B-COMPONENT NOUN
11913,1086,Lost,B-ISSUE VERB
11914,1086,.,O PUNCT
11915,1086,Aircraft,O NOUN
11916,1086,returning,O VERB
11917,1086,to,O ADP
11918,1086,Home,B-COMPONENT NOUN
11919,1086,Point,B-STATE NOUN
11920,1087,Starting,I-ACTION VERB
11921,1087,Smart,B-STATE ADJ
11922,1087,Track,B-FUNCTION NOUN
11923,1088,Strong,B-STATE ADJ
11924,1088,wind,O NOUN
11925,1088,warning,B-ISSUE NOUN
11926,1088,.,O PUNCT
11927,1088,Aircraft,O NOUN
11928,1088,unable,O ADJ
11929,1088,to,O ADP
11930,1088,return,O VERB
11931,1088,to,O ADP
11932,1088,home,O NOUN
11933,1088,automatically,O ADV
11934,1088,.,O PUNCT
11935,1088,Lower,O ADJ
11936,1088,altitude,O NOUN
11937,1088,immediately,O ADV
11938,1088,and,O CCONJ
11939,1088,return,O VERB
11940,1088,to,O ADP
11941,1088,home,O NOUN
11942,1088,manually,O ADV
11943,1088,(,O PUNCT
11944,1088,Code,O NOUN
11945,1088,:,O PUNCT
11946,1088,30149,O NUM
11947,1088,),O PUNCT
11948,1089,"""",O PUNCT
11949,1089,Subject,B-PARAMETER NOUN
11950,1089,lost,O VERB
11951,1089,",",O PUNCT
11952,1089,searching,B-STATE VERB
11953,1089,"""",O PUNCT
11954,1090,Switched,I-STATE VERB
11955,1090,to,O ADP
11956,1090,A,O PART
11957,1090,(,O PUNCT
11958,1090,Attitude)-mode,B-STATE ADJ
11959,1091,Switched,I-STATE VERB
11960,1091,to,O ADP
11961,1091,P,O PRON
11962,1091,(,O PUNCT
11963,1091,Positioning)-mode,B-PARAMETER NOUN
11964,1092,Switched,I-STATE VERB
11965,1092,to,O ADP
11966,1092,S,O NOUN
11967,1092,(,O PUNCT
11968,1092,Sport)-mode,B-PARAMETER NOUN
11969,1093,The,O PRON
11970,1093,remaining,I-STATE VERB
11971,1093,battery,O NOUN
11972,1093,is,O AUX
11973,1093,only,O ADV
11974,1093,enough,B-ISSUE ADJ
11975,1093,for,O ADP
11976,1093,RTH,B-STATE PROPN
11977,1093,.,O PUNCT
11978,1093,Return,B-ACTION VERB
11979,1093,home,O NOUN
11980,1093,now,O ADV
11981,1094,"""",O PUNCT
11982,1094,Tip,B-COMPONENT NOUN
11983,1094,:,O PUNCT
11984,1094,Aircraft,O NOUN
11985,1094,reached,O VERB
11986,1094,maximum,O ADJ
11987,1094,distance,O NOUN
11988,1094,",",O PUNCT
11989,1094,please,O INTJ
11990,1094,pay,I-ACTION VERB
11991,1094,attention,B-PARAMETER NOUN
11992,1094,to,O ADP
11993,1094,flight,O NOUN
11994,1094,safety,O NOUN
11995,1094,"""",O PUNCT
11996,1095,Tip,B-COMPONENT NOUN
11997,1095,:,O PUNCT
11998,1095,Only,O ADV
11999,1095,the,O PRON
12000,1095,first,O ADJ
12001,1095,camera,O NOUN
12002,1095,can,O AUX
12003,1095,tap,I-ACTION VERB
12004,1095,-,O PUNCT
12005,1095,zoom,I-STATE VERB
12006,1095,in,O ADP
12007,1095,dual,B-COMPONENT ADJ
12008,1095,gimbal,O NOUN
12009,1095,control,I-COMPONENT NOUN
12010,1095,mode,O NOUN
12011,1096,"""",O PUNCT
12012,1096,Tip,B-COMPONENT NOUN
12013,1096,:,O PUNCT
12014,1096,When,O SCONJ
12015,1096,multi,B-STATE ADJ
12016,1096,-,O PUNCT
12017,1096,gimbals,I-COMPONENT NOUN
12018,1096,are,O AUX
12019,1096,controlled,B-STATE VERB
12020,1096,together,B-STATE ADV
12021,1096,",",O PUNCT
12022,1096,only,O ADV
12023,1096,the,O PRON
12024,1096,first,O ADJ
12025,1096,gimbal,O NOUN
12026,1096,spotlight,I-COMPONENT NOUN
12027,1096,feature,I-PARAMETER NOUN
12028,1096,is,O AUX
12029,1096,available,B-STATE ADJ
12030,1096,"""",O PUNCT
12031,1097,"""",O PUNCT
12032,1097,To,O ADP
12033,1097,take,O VERB
12034,1097,off,O PART
12035,1097,in,O ADP
12036,1097,non,O PART
12037,1097,-,O PUNCT
12038,1097,P,O PRON
12039,1097,mode,O NOUN
12040,1097,",",O PUNCT
12041,1097,toggle,I-ACTION VERB
12042,1097,Flight,B-ACTION NOUN
12043,1097,Mode,B-PARAMETER NOUN
12044,1097,Switch,I-ACTION VERB
12045,1097,to,O ADP
12046,1097,another,O PRON
12047,1097,mode,O NOUN
12048,1097,and,O CCONJ
12049,1097,then,O ADV
12050,1097,toggle,I-ACTION VERB
12051,1097,it,O PRON
12052,1097,back,O ADV
12053,1097,"""",O PUNCT
12054,1098,Warning,B-ISSUE NOUN
12055,1098,:,O PUNCT
12056,1098,Critically,O ADV
12057,1098,low,O ADJ
12058,1098,battery,O NOUN
12059,1098,.,O PUNCT
12060,1098,Please,O INTJ
12061,1098,change,O VERB
12062,1098,the,O PRON
12063,1098,battery,O NOUN
12064,1099,Weak,O ADJ
12065,1099,signal,O NOUN
12066,1099,.,O PUNCT
12067,1099,Adjust,I-ACTION VERB
12068,1099,antennas,O NOUN
12069,1099,(,O PUNCT
12070,1099,Code,O NOUN
12071,1099,:,O PUNCT
12072,1099,80016,O NUM
12073,1099,),O PUNCT
12074,1100,Your,O PRON
12075,1100,aircraft,O NOUN
12076,1100,is,O AUX
12077,1100,at,O ADP
12078,1100,the,O PRON
12079,1100,boundary,I-PARAMETER NOUN
12080,1100,of,O ADP
12081,1100,an,O PRON
12082,1100,Altitude,B-PARAMETER NOUN
12083,1100,Zone,B-COMPONENT NOUN
12084,1100,.,O PUNCT
12085,1100,Please,O INTJ
12086,1100,fly,O VERB
12087,1100,away,O ADV
12088,1100,or,O CCONJ
12089,1100,land,O VERB
12090,1100,with,O ADP
12091,1100,caution,O NOUN
12092,1101,Your,O PRON
12093,1101,aircraft,O NOUN
12094,1101,is,O AUX
12095,1101,at,O ADP
12096,1101,the,O PRON
12097,1101,boundary,I-PARAMETER NOUN
12098,1101,of,O ADP
12099,1101,an,O PRON
12100,1101,Authorization,B-ISSUE NOUN
12101,1101,Zone,B-COMPONENT NOUN
12102,1101,.,O PUNCT
12103,1101,Please,O INTJ
12104,1101,fly,O VERB
12105,1101,away,O ADV
12106,1101,with,O ADP
12107,1101,caution,O NOUN
12108,1102,Your,O PRON
12109,1102,aircraft,O NOUN
12110,1102,is,O AUX
12111,1102,flying,O VERB
12112,1102,in,O ADP
12113,1102,an,O PRON
12114,1102,Altitude,B-PARAMETER NOUN
12115,1102,Zone,B-COMPONENT NOUN
12116,1102,(,O PUNCT
12117,1102,nnn,O X
12118,1102,),O PUNCT
12119,1102,.,O PUNCT
12120,1102,Please,O INTJ
12121,1102,fly,O VERB
12122,1102,with,O ADP
12123,1102,caution,O NOUN
12124,1103,Aircraft,O NOUN
12125,1103,antenna,B-COMPONENT NOUN
12126,1103,satellite,I-COMPONENT NOUN
12127,1103,signal,O NOUN
12128,1103,searching,B-STATE VERB
12129,1103,error,O NOUN
12130,1103,.,O PUNCT
12131,1103,Fly,B-ACTION VERB
12132,1103,with,O ADP
12133,1103,caution,O NOUN
12134,1103,(,O PUNCT
12135,1103,0x1610008f,O NUM
12136,1103,),O PUNCT
12137,1104,Aircraft,O NOUN
12138,1104,flight,O NOUN
12139,1104,control,I-COMPONENT NOUN
12140,1104,locked,I-STATE VERB
12141,1105,Aircraft,O NOUN
12142,1105,flight,O NOUN
12143,1105,control,I-COMPONENT NOUN
12144,1105,obtained,O VERB
12145,1105,by,O ADP
12146,1105,remote,O ADJ
12147,1105,controller,O NOUN
12148,1105,A,O PART
12149,1106,Aircraft,O NOUN
12150,1106,flight,O NOUN
12151,1106,control,I-COMPONENT NOUN
12152,1106,obtained,O VERB
12153,1106,by,O ADP
12154,1106,remote,O ADJ
12155,1106,controller,O NOUN
12156,1106,B,O NOUN
12157,1107,Aircraft,O NOUN
12158,1107,flight,O NOUN
12159,1107,control,I-COMPONENT NOUN
12160,1107,unlocked,B-STATE VERB
12161,1108,Aircraft,O NOUN
12162,1108,propulsion,B-COMPONENT NOUN
12163,1108,system,O NOUN
12164,1108,error,O NOUN
12165,1108,.,O PUNCT
12166,1108,Forced,O ADJ
12167,1108,landing,O NOUN
12168,1108,.,O PUNCT
12169,1108,Manually,O ADV
12170,1108,control,I-COMPONENT NOUN
12171,1108,the,O PRON
12172,1108,aircraft,O NOUN
12173,1108,and,O CCONJ
12174,1108,land,O VERB
12175,1108,in,O ADP
12176,1108,an,O PRON
12177,1108,open,I-ACTION VERB
12178,1108,area,B-STATE NOUN
12179,1109,Aircraft,O NOUN
12180,1109,will,O AUX
12181,1109,automatically,O ADV
12182,1109,descend,I-ACTION VERB
12183,1109,in,O ADP
12184,1109,nnn,O X
12185,1110,"""",O PUNCT
12186,1110,Can,O AUX
12187,1110,not,O ADV
12188,1110,switch,I-ACTION VERB
12189,1110,flight,O NOUN
12190,1110,mode,O NOUN
12191,1110,.,O PUNCT
12192,1110,Turn,I-ACTION VERB
12193,1110,on,O PART
12194,1110,"""",O PUNCT
12195,1110,"""",O PUNCT
12196,1110,Multiple,O ADJ
12197,1110,Flight,B-ACTION NOUN
12198,1110,Modes,B-STATE NOUN
12199,1110,"""",O PUNCT
12200,1110,"""",O PUNCT
12201,1110,to,O ADP
12202,1110,enable,I-ACTION VERB
12203,1110,Atti,B-STATE NOUN
12204,1110,and,O CCONJ
12205,1110,Sport,B-ISSUE NOUN
12206,1110,Modes,B-STATE NOUN
12207,1110,"""",O PUNCT
12208,1111,Compass,B-COMPONENT NOUN
12209,1111,Error,B-ISSUE NOUN
12210,1112,Critical,O ADJ
12211,1112,low,O ADJ
12212,1112,battery,O NOUN
12213,1112,.,O PUNCT
12214,1112,Return,B-ACTION VERB
12215,1112,to,O ADP
12216,1112,home,O NOUN
12217,1112,or,O CCONJ
12218,1112,land,O VERB
12219,1112,promptly,O ADV
12220,1113,Critically,O ADV
12221,1113,low,O ADJ
12222,1113,power,O NOUN
12223,1113,.,O PUNCT
12224,1113,Aircraft,O NOUN
12225,1113,is,O AUX
12226,1113,landing,O NOUN
12227,1114,Data,B-PARAMETER PROPN
12228,1114,Recorder,B-COMPONENT NOUN
12229,1114,File,O NOUN
12230,1114,Index,O NOUN
12231,1114,is,O AUX
12232,1114,nnn,O X
12233,1115,"""",O PUNCT
12234,1115,Detected,O VERB
12235,1115,side,O NOUN
12236,1115,/,O PUNCT
12237,1115,backward,O ADV
12238,1115,/,O PUNCT
12239,1115,forward,O ADV
12240,1115,shock,O NOUN
12241,1115,/,O PUNCT
12242,1115,possible,O ADJ
12243,1115,collision,O NOUN
12244,1115,",",O PUNCT
12245,1115,aircraft,O NOUN
12246,1115,is,O AUX
12247,1115,pitching,O VERB
12248,1115,/,O PUNCT
12249,1115,rolling,O VERB
12250,1115,sharply,O ADV
12251,1115,forward,O ADV
12252,1115,/,O PUNCT
12253,1115,backwards,O ADV
12254,1115,/,O PUNCT
12255,1115,left,O NOUN
12256,1115,/,O PUNCT
12257,1115,right,O NOUN
12258,1115,"""",O PUNCT
12259,1116,Downlink,B-COMPONENT NOUN
12260,1116,data,O NOUN
12261,1116,connection,O NOUN
12262,1116,lost,O VERB
12263,1116,for,O ADP
12264,1116,nnn,O X
12265,1116,seconds,O NUM
12266,1117,"""",O PUNCT
12267,1117,During,O ADP
12268,1117,Smart,B-STATE ADJ
12269,1117,Track,B-FUNCTION NOUN
12270,1117,",",O PUNCT
12271,1117,you,O PRON
12272,1117,can,O AUX
12273,1117,control,I-COMPONENT NOUN
12274,1117,lens,I-COMPONENT NOUN
12275,1117,zoom,I-STATE VERB
12276,1117,within,O ADP
12277,1117,a,O PART
12278,1117,certain,B-STATE ADJ
12279,1117,limit,O NOUN
12280,1117,"""",O PUNCT
12281,1118,GEO,B-STATE PROPN
12282,1118,:,O PUNCT
12283,1118,You,O PRON
12284,1118,are,O AUX
12285,1118,in,O ADP
12286,1118,a,O PART
12287,1118,Warning,B-ISSUE NOUN
12288,1118,Zone,B-COMPONENT NOUN
12289,1118,(,O PUNCT
12290,1118,Airport,O NOUN
12291,1118,Class,B-PARAMETER NOUN
12292,1118,Airspace,B-COMPONENT NOUN
12293,1118,Unpaved,B-STATE ADJ
12294,1118,Airports,O NOUN
12295,1118,Power,B-PARAMETER NOUN
12296,1118,Plant,B-COMPONENT NOUN
12297,1118,),O PUNCT
12298,1118,.,O PUNCT
12299,1118,Fly,B-ACTION VERB
12300,1118,with,O ADP
12301,1118,caution,O NOUN
12302,1119,Gimbal,B-COMPONENT NOUN
12303,1119,nnn,O X
12304,1119,pan,B-COMPONENT NOUN
12305,1119,axis,I-COMPONENT NOUN
12306,1119,endpoint,I-COMPONENT NOUN
12307,1119,reached,O VERB
